item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q185802,Falun Gong,spiritual discipline originating from China,Falun Dafa,disciplina spirituale cinese,Religion,entity
Q18670106,Yazidism,ancient monoteistic religion,yazidismo,religione monoteista,Religion,entity
Q18813575,Eritrean Catholic Church,Metropolitan sui iuris Eastern particular church,Chiesa cattolica eritrea,parte della Chiesa cattolica,Religion,entity
Q189753,modern paganism,group of contemporary religious movements based on ancient European and Middle Eastern religions,neopaganesimo,movimento spirituale che abbraccia un'eterogenea varietà di movimenti religiosi ispirati al paganesimo antico,Religion,entity
Q194497,Historical Vedic religion,1500–500 BC Indo-Aryan religious practices of northwest India,vedismo,tradizione religiosa nell'India nord-occidentale (1500-500 a.C.),Religion,entity
Q198998,Coptic Orthodox Church,international Oriental Orthodox Christian church led by the Patriarch of Alexandria on the Holy See of St. Mark,Chiesa ortodossa copta,"chiesa cristiana miafisita diffusa in Egitto, Etiopia ed Eritrea",Religion,entity
Q2032421,Santo Daime,syncretic religion,Santo Daime,pratica religiosa sincretica,Religion,entity
Q204128,Bábism,religious movement,babismo,movimento religioso,Religion,entity
Q21686687,Zuism,"modern movement of revival of Sumerian and Semitic, Mesopotamian and Canaanite religions",Zuismo,"Movimento moderno di restaurazione delle religioni sumere e semitiche, mesopotamiche e cananee",Religion,entity
Q217059,Unification Church,South Korean new religious movement,Chiesa dell'unificazione,nuovo movimento religioso coreano,Religion,entity
Q220222,Nation of Islam,Black nationalist African-American new religious movement,Nation of Islam,nuovo movimento religioso afroamericano,Religion,entity
Q2254859,Roman polytheistic reconstructionism,modern movement reviving traditional Roman religion,via romana agli dei,religione che rievoca gli antichi culti della Roma antica,Religion,entity
Q2269473,Zeved habat,Jewish naming ceremony for newborn girls,Zeved habat,Cerimonia ebraica dell'imposizione del nome per bambine neonate,Religion,entity
Q2279088,shinbutsu-shūgō,Japanese syncretism of Shinto and Buddhism,Shinbutsu-shūgō,sincretismo tra scintoismo e buddismo in Giappone,Religion,entity
Q22948424,Nabataean religion,religion of the Nabateans,religione nabatea,religione dei Nabatei,Religion,entity
Q242517,Orphism,set of ancient Greek and Hellenistic religious beliefs,orfismo,antico movimento religioso incentrato sulla figura di Orfeo,Religion,entity
Q2529896,Palo Mayombe,group of closely related religions or denominations,Palo,gruppo di religioni africane,Religion,entity
Q256178,Syro-Malankara Catholic Church,West Syriac Catholic Church based in India,Chiesa cattolica siro-malankarese,chiesa cattolica di rito antiocheno,Religion,entity
Q256223,LaVeyan Satanism,"atheistic religion founded by Anton LaVey, in which Satan is a symbol of human freedom, but not believed to be a separately existing supernatural being",Satanismo di LaVey,ideologia filosofica e religiosa,Religion,entity
Q258945,Jediism,philosophy mainly based on the Jedi characters in Star Wars media,Jedismo,"movimento filosofico che prende ispirazione dai cavalieri Jedi nella serie di ""Guerre stellari""",Religion,entity
Q262244,Pure Land Buddhism,branch of Mahāyāna Buddhism focused on achieving rebirth in a Pure Land,buddismo della Terra Pura,ramo del Buddhismo Mahāyāna,Religion,entity
Q2659042,Burkhanism,indigenous religious movement of the Altai people,Burkhanismo,religione millenarista dell'Altaj dell'inizio del XX secolo,Religion,entity
Q2664136,Bulgarian Greek Catholic Church,particular church in full communion with the Catholic Church,Chiesa greco-cattolica bulgara,chiesa cattolica di rito bizantino,Religion,entity
Q275051,Sumerian religion,first religion of Mesopotamia region which is tangible by writing,mitologia sumera,prima religione della regione Mesopotamica,Religion,entity
Q2765545,Winti,Surinamese religion,Winti,religione in Suriname,Religion,entity
Q285441,heathenry,modern Pagan religion modelled on pre-Christian Germanic traditions,etenismo,religione neopagana basata sulla tradizione degli antichi Germani,Religion,entity
Q2920150,Kitniyot,category of food that some Ashkenazi Jews do not eat on Passover,Kitniyot,Categoria di cibi che alcuni ebrei aschenaziti non mangiano durante la Pasqua ebraica,Religion,entity
Q319218,Gelug,one of the schools of Tibetan Buddhism,Gelug,una delle quattro scuole principali nel buddismo tibetano,Religion,entity
Q337547,ancient Roman religion,form of Indo-European polytheism practised in the Roman civilization,religione romana,credenze del popolo romano,Religion,entity
Q3443559,Macedonian Greek Catholic Church,Eastern Catholic church,Chiesa greco-cattolica macedone,chiesa cattolica di rito bizantino,Religion,entity
Q3450786,Sallekhana,Jain ritual for religious death,Sallekhana,Pratica religiosa,Religion,entity
Q3586020,Greek Catholic Church of Croatia and Serbia,Eastern Catholic church in full communion with the Catholic Church,Chiesa greco-cattolica croata,chiesa cattolica di rito bizantino,Religion,entity
Q3620148,Holy of Holies,term in the Hebrew Bible,Santo dei Santi,"area più sacra del tabernacolo prima e del Tempio di JHWH dopo, nei quali era custodita l'arca dell'alleanza",Religion,entity
Q384728,Ōbaku,school of Zen in Japanese Buddhism,Ōbaku-shū,scuola buddhista Zen giapponese,Religion,entity
Q389676,Ukrainian Orthodox Church – Kyiv Patriarchate,established in 1992 (UOC-KP),Chiesa ortodossa ucraina - Patriarcato di Kiev,"chiesa ortodossa autocefala ucraina, esistita dal 1992 al 2018",Religion,entity
Q4200613,Ynglism,"Rodnover branch founded by Aleksandr Yuryevich Khinevich based on the ""Slavo-Aryan Vedas""",Ynglismo,"Branca della rodnoveria slava fondata da Aleksandr Yuryevich Khinevich e basata sui ""Veda slavo-ariani""",Religion,entity
Q432682,Shambhala,mythical kingdom,Shambhala,luogo mitico,Religion,entity
Q446021,Ancient Semitic religion,Polytheistic religions of the Semitic peoples,antica religione semitica,religione politeista del popolo semitico,Religion,entity
Q447131,religion of ancient Egypt,system of polytheistic beliefs and rituals integral to ancient Egyptian society,religione egizia,credenze e riti egizi correlati al sacro,Religion,entity
Q470364,Caodaism,"monotheistic syncretic religion founded in Tây Ninh, Vietnam in 1926",caodaismo,nuovo movimento religioso fondato nel 1926 presso Tay Ninh (Vietnam) da Ngo Van Chieu,Religion,entity
Q471187,Kagyu,school of Tibetan Buddhism,Kagyu,una delle quattro scuole principali nel buddismo tibetano,Religion,entity
Q472189,Ukrainian Greek Catholic Church,Byzantine Rite Eastern Catholic Church,Chiesa greco-cattolica ucraina,chiesa cattolica di rito bizantino,Religion,entity
Q483889,Tibetan Buddhism,form of Buddhism practiced in Tibet and Bhutan,buddismo tibetano,forma di buddismo praticata in Tibet e in Bhutan,Religion,entity
Q48957376,WinningJahrian,religion in Nigeria founded by musician Winning Jah,WinningJahrian,Religione,Religion,entity
Q513638,Cheondoism,"20th-century Korean pantheistic religion, based on the 19th-century Donghak religious movement founded by Choe Je-u and codified under Son Byong-hi",Ceondoismo,religione nata in Corea,Religion,entity
Q5147615,Collyridianism,ancient group alleged to have worshipped Mary mother of Jesus as a goddess,Colliridianesimo,"antico gruppo che venerava Maria, madre di Gesù, come una dea",Religion,entity
Q519571,Albanian Greek Catholic Church,Greek Catholic Church in Albania,Chiesa greco-cattolica albanese,chiesa cattolica di rito bizantino,Religion,entity
Q529899,Lemuria,ancient Roman festival,Lemuria,festività dell'antica Roma,Religion,entity
Q532662,Malankara Orthodox Syrian Church,"Oriental Orthodox Church in Kerala, India",Chiesa ortodossa siriaca del Malankara,Chiesa cristiana miafisita diffusa nello Stato indiano del Kerala,Religion,entity
Q536890,The Family International,Christian new religious movement founded by David Berg in 1968 in the United States,Bambini di Dio,nuovo movimento religioso,Religion,entity
Q537514,Anglo-Saxon paganism,Polytheistic religious beliefs and practices of the Anglo-Saxons,Mitologia anglosassone,insieme di miti e credenze della civiltà anglosassone,Religion,entity
Q541235,anglo-catholicism,Anglicanism that emphasises its Catholic heritage,anglo-cattolicesimo,corrente dell'anglicanesimo,Religion,entity
Q5464420,folk Catholicism,variety of regional or ethnic expressions of Roman Catholicism,Cattolicesimo popolare,espressione folklorica di cattolicesimo,Religion,entity
Q582451,Dianic Wicca,Neopagan female-centered goddess ritual,Dianismo,corrente spirituale neopagana matrifocale,Religion,entity
Q6084124,preanimism,"hypothesized religious belief earlier than animism, in which supernatural forces are not personified",Preanimismo,forma di credenza,Religion,entity
Q617717,Soka Gakkai,Japanese Buddhist religious movement,Soka Gakkai,scuola laica buddista giapponese,Religion,entity
Q6188227,Jesus Name Apostolic Church of Ecuador,Oneness Apostolic Ecuadorian Church,Chiesa Evangelica Apostolica nel nome di Gesù,Chiesa Apostolica nel Nome di Gesù,Religion,entity
Q624477,Christian Science,American religious movement (1866-),cristianesimo scientista,movimento religioso fondato nel 1879 negli Stati Uniti d'America.,Religion,entity
Q631897,Raelism,UFO religion founded in 1974,Movimento raeliano,nuovo movimento religioso,Religion,entity
Q650035,Sakya,Tibetan buddhist school,Sakya,una delle quattro scuole principali nel buddismo tibetano,Religion,entity
Q657390,Ruthenian Greek Catholic Church,an Eastern Catholic church of the Byzantine Rite,Chiesa greco-cattolica rutena,chiesa cattolica di rito bizantino,Religion,entity
Q691253,Positive Christianity,movement within Nazi Germany which mixed ideas of racial purity and Nazi ideology with elements of Christianity,Cristianesimo positivo,movimento religioso sviluppato in Germania su ispirazione dell'ideologia nazista,Religion,entity
Q698387,Febronianism,18th-century movement within the Roman Catholic Church in Germany,febronianesimo,sistema politico-ecclesiastico del XVIII secolo,Religion,entity
Q740931,Gallicanism,the belief that popular civil authority—often represented by the monarchs' authority or the state's authority—over the Catholic Church is comparable to that of the Pope's,gallicanesimo,"dottrina politica e religiosa francese, mirata a spogliare il papa del potere temporale",Religion,entity
Q7442294,Seax-Wica,"tradition, or denomination, of the neopagan religion of Wicca",Seax Wica,ramo della religione Wicca,Religion,entity
Q745955,Thelema,occult philosophy developed by Aleister Crowley,Thelema,filosofia religiosa,Religion,entity
Q752660,Candomblé,Afro-Brazilian religion,candomblé,religione afro-brasiliana,Religion,entity
Q755970,Syriac Catholic Church,Eastern Catholic church,Chiesa cattolica sira,chiesa cattolica di rito antiocheno,Religion,entity
Q75809,Lutheranism,form of Protestantism commonly associated with the teachings of Martin Luther,luteranesimo,Denominazione cristiana nell'ambito del protestantesimo,Religion,entity
